rank_channel_index,x,y,z,power,temperature
0,0,0,0,0.0515648,50.2247
0,1,0,0,0.000108186,48.5354
0,2,0,0,0.000101367,47.5094
0,3,0,0,7.23735e-05,46.7712
0,4,0,0,7.9599e-05,46.1878
0,5,0,0,7.5501e-05,45.7031
0,6,0,0,5.87265e-05,45.2894
0,7,0,0,9.3459e-05,44.9323
0,8,0,0,6.55515e-05,44.6183
0,9,0,0,8.1966e-05,44.3417
0,10,0,0,5.70015e-05,44.0953
0,11,0,0,9.7053e-05,43.8764
0,12,0,0,7.56825e-05,43.679
0,13,0,0,7.3347e-05,43.5018
0,14,0,0,0.000112782,43.3422
0,15,0,0,8.90775e-05,43.1959
0,16,0,0,0.000119138,43.0626
0,17,0,0,9.1092e-05,42.9388
0,18,0,0,5.8908e-05,42.8246
0,19,0,0,8.0457e-05,42.7212
0,20,0,0,9.195e-05,42.6261
0,21,0,0,6.52635e-05,42.5375
0,22,0,0,9.5397e-05,42.4568
0,23,0,0,6.9969e-05,42.3805
0,24,0,0,6.5442e-05,42.3099
0,25,0,0,0.000102444,42.2453
0,26,0,0,7.11555e-05,42.1842
0,27,0,0,9.4035e-05,42.1287
0,28,0,0,8.16435e-05,42.0766
0,29,0,0,6.0666e-05,42.0281
0,30,0,0,9.9423e-05,41.9842
0,31,0,0,8.6346e-05,41.9422
0,32,0,0,7.15934e-05,41.9025
0,33,0,0,0.000105491,41.8662
0,34,0,0,9.01215e-05,41.8312
0,35,0,0,9.0159e-05,41.7982
0,36,0,0,0.000111348,41.7675
0,37,0,0,6.73455e-05,41.7373
0,38,0,0,8.5845e-05,41.7102
0,39,0,0,4.8456e-05,41.6841
0,40,0,0,7.0545e-05,41.6609
0,41,0,0,6.207e-05,41.6387
0,42,0,0,5.60715e-05,41.6188
0,43,0,0,9.9639e-05,41.6016
0,44,0,0,8.7573e-05,41.584
0,45,0,0,4.90995e-05,41.567
0,46,0,0,9.73005e-05,41.5532
0,47,0,0,7.518e-05,41.5398
0,48,0,0,0.000107397,41.5283
0,49,0,0,9.39285e-05,41.5166
0,50,0,0,3.9798e-05,41.5052
0,51,0,0,0.000107967,41.4972
0,52,0,0,8.0403e-05,41.4882
0,53,0,0,8.6388e-05,41.4799
0,54,0,0,5.1075e-05,41.4723
0,55,0,0,0.000107073,41.4678
0,56,0,0,7.22595e-05,41.4626
0,57,0,0,8.32245e-05,41.4587
0,58,0,0,9.6909e-05,41.4552
0,59,0,0,7.4349e-05,41.4514
0,60,0,0,7.356e-05,41.449
0,61,0,0,8.1534e-05,41.4473
0,62,0,0,8.17125e-05,41.4462
0,63,0,0,8.20695e-05,41.4452
0,64,0,0,7.82399e-05,41.4445
0,65,0,0,0.000112604,41.4442
0,66,0,0,5.15385e-05,41.4425
0,67,0,0,9.102e-05,41.4433
0,68,0,0,7.0257e-05,41.4439
0,69,0,0,0.000104163,41.4456
0,70,0,0,7.14405e-05,41.4465
0,71,0,0,9.51855e-05,41.4485
0,72,0,0,3.45315e-05,41.4493
0,73,0,0,7.02135e-05,41.4522
0,74,0,0,6.89955e-05,41.4549
0,75,0,0,0.00010122,41.458
0,76,0,0,0.000123023,41.4595
0,77,0,0,8.48025e-05,41.4576
0,78,0,0,8.20005e-05,41.4546
0,79,0,0,7.92015e-05,41.4498
0,80,0,0,9.76545e-05,41.4437
0,81,0,0,8.1966e-05,41.436
0,82,0,0,0.000112673,41.4284
0,83,0,0,7.4712e-05,41.4188
0,84,0,0,0.000102801,41.41
0,85,0,0,8.57385e-05,41.4004
0,86,0,0,8.63085e-05,41.3911
0,87,0,0,9.35655e-05,41.3819
0,88,0,0,0.000116267,41.3724
0,89,0,0,6.6372e-05,41.3612
0,90,0,0,8.0454e-05,41.3516
0,91,0,0,3.72495e-05,41.342
0,92,0,0,7.4997e-05,41.3349
0,93,0,0,7.5141e-05,41.328
0,94,0,0,9.39255e-05,41.3216
0,95,0,0,6.6234e-05,41.3147
0,96,0,0,9.35714e-05,41.3094
0,97,0,0,8.5056e-05,41.3037
0,98,0,0,7.38825e-05,41.2985
0,99,0,0,7.05105e-05,41.2942
0,100,0,0,0.000135237,41.2912
0,101,0,0,8.72475e-05,41.2853
0,102,0,0,0.000103406,41.2804
0,103,0,0,0.000108149,41.275
0,104,0,0,8.2902e-05,41.2686
0,105,0,0,5.5674e-05,41.2624
0,106,0,0,0.000102225,41.2579
0,107,0,0,8.7786e-05,41.2524
