vault_id,bank_id,start_x,end_x,start_y,end_y,z
0,0,0,255,0,7,0
0,1,0,255,8,15,0
0,2,256,511,0,7,0
0,3,256,511,8,15,0
0,4,0,255,16,23,0
0,5,0,255,24,31,0
0,6,256,511,16,23,0
0,7,256,511,24,31,0
0,8,0,255,32,39,0
0,9,0,255,40,47,0
0,10,256,511,32,39,0
0,11,256,511,40,47,0
0,12,0,255,48,55,0
0,13,0,255,56,63,0
0,14,256,511,48,55,0
0,15,256,511,56,63,0
