vault_id,bank_id,start_x,end_x,start_y,end_y,z
0,0,0,7,0,31,0
0,1,0,7,32,63,0
0,2,8,15,0,31,0
0,3,8,15,32,63,0
0,4,16,23,0,31,0
0,5,16,23,32,63,0
0,6,24,31,0,31,0
0,7,24,31,32,63,0
0,8,32,39,0,31,0
0,9,32,39,32,63,0
0,10,40,47,0,31,0
0,11,40,47,32,63,0
0,12,48,55,0,31,0
0,13,48,55,32,63,0
0,14,56,63,0,31,0
0,15,56,63,32,63,0
