rank_channel_index,x,y,z,power,temperature
0,0,0,0,0.000113745,43.5323
0,1,0,0,1.88719e-05,43.5157
0,2,0,0,3.31099e-05,43.4983
0,3,0,0,2.54554e-05,43.4798
0,4,0,0,2.45284e-05,43.4609
0,5,0,0,6.0469e-06,43.4421
0,6,0,0,3.82444e-05,43.4258
0,7,0,0,1.23244e-05,43.4083
0,8,0,0,3.54094e-05,43.3925
0,9,0,0,2.61259e-05,43.376
0,10,0,0,3.60124e-05,43.3607
0,11,0,0,3.79744e-05,43.3453
0,12,0,0,3.08419e-05,43.3293
0,13,0,0,1.19059e-05,43.3138
0,14,0,0,2.58379e-05,43.3004
0,15,0,0,4.47559e-05,43.2881
0,16,0,0,4.93954e-05,43.2753
0,17,0,0,3.14449e-05,43.2611
0,18,0,0,3.74074e-05,43.2478
0,19,0,0,3.32584e-05,43.2342
0,20,0,0,4.37704e-05,43.2216
0,21,0,0,1.79989e-05,43.2078
0,22,0,0,2.49649e-05,43.1954
0,23,0,0,1.19059e-05,43.1833
0,24,0,0,4.99624e-05,43.1729
0,25,0,0,1.17214e-05,43.1602
0,26,0,0,2.49649e-05,43.1491
0,27,0,0,6.0469e-06,43.1376
0,28,0,0,1.21579e-05,43.1278
0,29,0,0,3.84289e-05,43.1191
0,30,0,0,1.23244e-05,43.1092
0,31,0,0,1.87054e-05,43.1006
0,32,0,0,1.21579e-05,43.0916
0,33,0,0,2.36239e-05,43.0841
0,34,0,0,3.74749e-05,43.0768
0,35,0,0,1.95784e-05,43.0683
0,36,0,0,2.48164e-05,43.0606
0,37,0,0,3.05719e-05,43.0528
0,38,0,0,6.0469e-06,43.044
0,39,0,0,3.11119e-05,43.037
0,40,0,0,1.73959e-05,43.0293
0,41,0,0,2.42944e-05,43.0226
0,42,0,0,2.54014e-05,43.0164
0,43,0,0,2.52529e-05,43.0102
0,44,0,0,1.79989e-05,43.004
0,45,0,0,2.00149e-05,42.9983
0,46,0,0,2.69989e-05,42.9934
0,47,0,0,3.87844e-05,42.989
0,48,0,0,4.36309e-05,42.9835
0,49,0,0,1.84174e-05,42.9769
0,50,0,0,3.48064e-05,42.9719
0,51,0,0,3.02029e-05,42.9665
0,52,0,0,4.50439e-05,42.9616
0,53,0,0,4.42249e-05,42.9558
0,54,0,0,1.30309e-05,42.9487
0,55,0,0,6.0469e-06,42.9436
0,56,0,0,2.39434e-05,42.9402
0,57,0,0,4.94449e-05,42.937
0,58,0,0,1.87054e-05,42.9321
0,59,0,0,4.24429e-05,42.9291
0,60,0,0,1.82689e-05,42.925
0,61,0,0,5.64919e-05,42.9233
0,62,0,0,4.51249e-05,42.9197
0,63,0,0,3.17149e-05,42.9144
0,64,0,0,2.92984e-05,42.9096
0,65,0,0,3.13639e-05,42.9047
0,66,0,0,1.25944e-05,42.8992
0,67,0,0,1.80349e-05,42.8951
0,68,0,0,1.25944e-05,42.891
0,69,0,0,1.21579e-05,42.888
0,70,0,0,3.08779e-05,42.8863
0,71,0,0,2.43799e-05,42.8838
0,72,0,0,1.19059e-05,42.8809
0,73,0,0,2.52529e-05,42.879
0,74,0,0,1.87054e-05,42.8768
0,75,0,0,2.58379e-05,42.8752
0,76,0,0,3.70384e-05,42.8738
0,77,0,0,3.96574e-05,42.8718
0,78,0,0,1.77649e-05,42.8685
0,79,0,0,2.51314e-05,42.8662
0,80,0,0,1.92904e-05,42.8635
0,81,0,0,1.87054e-05,42.8606
0,82,0,0,3.00229e-05,42.8577
0,83,0,0,3.06574e-05,42.8547
0,84,0,0,4.36669e-05,42.852
0,85,0,0,1.19059e-05,42.8474
0,86,0,0,3.26734e-05,42.8444
0,87,0,0,1.82689e-05,42.8406
0,88,0,0,1.80349e-05,42.8377
0,89,0,0,1.25944e-05,42.8349
0,90,0,0,2.47489e-05,42.8332
0,91,0,0,4.28119e-05,42.8317
0,92,0,0,1.95784e-05,42.8288
0,93,0,0,2.45644e-05,42.8269
0,94,0,0,4.32304e-05,42.8257
0,95,0,0,4.28479e-05,42.8234
0,96,0,0,1.78324e-05,42.8199
