vault_id,bank_id,start_x,end_x,start_y,end_y,z
0,0,0,63,0,31,0
0,1,0,63,32,63,0
0,2,0,63,64,95,0
0,3,0,63,96,127,0
0,4,64,127,0,31,0
0,5,64,127,32,63,0
0,6,64,127,64,95,0
0,7,64,127,96,127,0
